Text,Toxic,Abusive,Threat,Provocative,Obscene,Hatespeech,Racist,Nationalist,Sexist,Homophobic,ReligiousHate,Radicalism,Sentiment,Cleaned_Text
look facts moving away shots fired witness arms shots fire witness dropping knees shot fired witness audio recording 1012 shots groups video recording spontaneous utterances hands fighting with officer officer others fighting over weapon officer others weapon discharged officer others damage officers medical report released officers statement released police logs incident radio report released forgot third review wounds that showed shot least twice while down witness that support unofficial officerss version incident,False,False,False,False,False,False,False,False,False,False,False,False,Negative,look fact moving away shot fired witness arm shot fire witness dropping knee shot fired witness audio recording shot group video recording spontaneous utterance hand fighting officer officer others fighting weapon officer others weapon discharged officer others damage officer medical report released officer statement released police log incident radio report released forgot third review wound showed shot least twice witness support unofficial officerss version incident
this dude lying off racist cracka,True,True,False,False,False,False,False,False,False,False,False,False,Negative,dude lying racist cracka
couldnt help laughing when started reciting lyrics good,False,False,False,False,False,False,False,False,False,False,False,False,Negative,couldnt help laughing started reciting lyric good
holy shit thought trayvon martin supporters were imbeciles michael brown clowns must dope,True,True,False,False,False,False,False,False,False,False,False,False,Negative,holy shit thought trayvon martin supporter imbecile michael brown clown must dope
guess sucks that those construction workers show prove this entire video wrong,True,True,False,False,True,False,False,False,False,False,False,False,Negative,guess suck construction worker show prove entire video wrong
right on finally some sane opinion this event these black bastards soooooooooo ignorant running around yelling looting carrying just like riots same shit,True,False,False,False,False,True,True,False,False,False,False,False,Negative,right finally sane opinion event black bastard soooooooooo ignorant running around yelling looting carrying like riot shit
this video biased full shit,True,True,False,False,True,False,False,False,False,False,False,False,Negative,video biased full shit
okay what literal fuck skittles have with lean,True,True,False,False,True,False,False,False,False,False,False,False,Negative,okay literal fuck skittle lean
people translating that conversation funniest saddest shit everfunny because theyre getting wrong because people reaching every direction find holes this off,False,False,False,False,False,False,False,False,False,False,False,False,Negative,people translating conversation funniest saddest shit everfunny theyre getting wrong people reaching every direction find hole
autopsy showed number wounds right making scenario being shot with hands raised less likely still trying claim that lets see innocent unarmed gentle giant minding business gunned down cold blood jaywalking sadistic jackbooted racist thug police officer shot innocent youth back while hands were raised trying surrender keep forgetting which story still trying defend which claims have been totally refuted facts regardless doesnt matter because have already decided that guilty,True,True,False,True,False,False,False,False,False,False,False,False,Negative,autopsy showed number wound right making scenario shot hand raised less likely still trying claim let see innocent unarmed gentle giant minding business gunned cold blood jaywalking sadistic jackbooted racist thug police officer shot innocent youth back hand raised trying surrender keep forgetting story still trying defend claim totally refuted fact regardless doesnt matter already decided guilty
this would stop cost came from black community created responsibility worry,False,False,False,False,False,False,False,False,False,False,False,False,Negative,would stop cost came black community created responsibility worry
shoot someone because they lol,False,False,False,False,False,False,False,False,False,False,False,False,Positive,shoot someone lol
spin want could have been thug police officer would know either unless previous offense remembered him which not have weapon police trained have shoot times fact will never truly know facts sign petition police officers wear cameras their chests then there will debate about seems threatening,False,False,False,False,False,False,False,False,False,False,False,False,Negative,spin want could thug police officer would know either unless previous offense remembered weapon police trained shoot time fact never truly know fact sign petition police officer wear camera chest debate seems threatening
that stefan says should wait facts before judging cop rushes judgement alleged scenario favor that cop truth dont know truth both sides,False,False,False,False,False,False,False,False,False,False,False,False,Positive,stefan say wait fact judging cop rush judgement alleged scenario favor cop truth dont know truth side
advertising ignorance creates much crime opinion,False,False,False,False,False,False,False,False,False,False,False,False,Negative,advertising ignorance creates much crime opinion
think that gentle giant would have killed songs both talk,True,True,False,True,False,False,False,False,False,False,False,False,Negative,think gentle giant would killed song talk
well after seeing looting protesting would that would have high exhibit very poor decision making also impressed anyone going college college what used its pretty much extended childhood most people,False,False,False,False,False,False,False,False,False,False,False,False,Positive,well seeing looting protesting would would high exhibit poor decision making also impressed anyone going college college used pretty much extended childhood people
this what tazers,False,False,False,False,False,False,False,False,False,False,False,False,Negative,tazers
obviously doesnt matter that smoked marijuana familys autopsy says shot back this unbiased witness clearly states times coming officer mention hands witness michael brown shooting repeats himself times dude kept coming towards police,False,False,False,False,False,False,False,False,False,False,False,False,Positive,obviously doesnt matter smoked marijuana family autopsy say shot back unbiased witness clearly state time coming officer mention hand witness michael brown shooting repeat time dude kept coming towards police
this little biased thats sure maybe should bring fact that taser being used could have avoided this forensics will tell what truly happened highly doubt mike brown needed shot times about calling back said hero handle kids himself especially they acted aggressively completely right this racist stefan comes with crazy cops held higher standard first cops mistake calling backup second trying door right kids doesnt remember training with space between handle situation better uncle told this also taser should have been first move mike charging before that even should have pursued block away waited back,False,False,False,False,False,False,False,False,False,False,False,False,Negative,little biased thats sure maybe bring fact taser used could avoided forensics tell truly happened highly doubt mike brown needed shot time calling back said hero handle kid especially acted aggressively completely right racist stefan come crazy cop held higher standard first cop mistake calling backup second trying door right kid doesnt remember training space handle situation better uncle told also taser first move mike charging even pursued block away waited back
public schools terrible problem many kids attending these public schools bring sorts issues into classroom please dont build strawman characterizations left many these communities need public financial support because conservative economic policies that have devastated local economies welfare simply symptom cause,False,False,False,False,False,False,False,False,False,False,False,False,Negative,public school terrible problem many kid attending public school bring sort issue classroom please dont build strawman characterization left many community need public financial support conservative economic policy devastated local economy welfare simply symptom cause
its taken minutes deduce what most reasoned people within minute hearing story break but thank anyway,False,False,False,False,False,False,False,False,False,False,False,False,Positive,taken minute deduce reasoned people within minute hearing story break thank anyway
michael brown home angel street devil altar boy death doing,False,False,False,False,False,False,False,False,False,False,False,False,Negative,michael brown home angel street devil altar boy death
understand that committed robbery offense deserve die jail life with trayvon martin going skittles doesnt deserve death either this totally biased because white would have been labelled troubled teenager peer pressured commit crime,False,False,False,False,False,False,False,False,False,False,False,False,Negative,understand committed robbery offense deserve die jail life trayvon martin going skittle doesnt deserve death either totally biased white would labelled troubled teenager peer pressured commit crime
where picture cops injuries wasnt their ambulance their injured officer,False,False,False,False,False,False,False,False,False,False,False,False,Negative,picture cop injury wasnt ambulance injured officer
when started rapping lost lmao,False,False,False,False,False,False,False,False,False,False,False,False,Positive,started rapping lost lmao
good stefan,False,False,False,False,False,False,False,False,False,False,False,False,Positive,good stefan
obviously take whoevers word whatever happened youre taking unpopular stance hard justify stance that contrary norm although loved many your videos longer watch take word enforcement then distrust government next day insincere stefan molyneux,False,False,False,False,False,False,False,False,False,False,False,False,Negative,obviously take whoevers word whatever happened youre taking unpopular stance hard justify stance contrary norm although loved many video longer watch take word enforcement distrust government next day insincere stefan molyneux
obviously rapping isnt itself crime face indicative poor character aesop rock raps doesnt about murdering people beating shit people fun about that stuff only that stuff speaks volumes about your character want perceived world its absolutely relevant,False,False,False,False,False,False,False,False,False,False,False,False,Positive,obviously rapping isnt crime face indicative poor character aesop rock rap doesnt murdering people beating shit people fun stuff stuff speaks volume character want perceived world absolutely relevant
people know ground saying most people from ferguson saying its blackwhite thing its cops over stepping their boundaries said protest during daylight peaceful tailgate like then cops come militarylike overreactive fwiw,False,False,False,False,False,False,False,False,False,False,False,False,Positive,people know ground saying people ferguson saying blackwhite thing cop stepping boundary said protest daylight peaceful tailgate like cop come militarylike overreactive fwiw
spread word about year unarmed white shot black cop,False,False,False,False,False,False,False,False,False,False,False,False,Negative,spread word year unarmed white shot black cop
best breakdowns have seen yet need slow down think before things,False,False,False,False,False,False,False,False,False,False,False,False,Positive,best breakdown seen yet need slow think thing
watch video that stef mentions 2115 youll know truth fucking evidence need starts 603 thats what happened whole thing started car ran after him then turned around charged cop freaks fuck out starts shooting comes coming cop then eventually head end,True,True,False,True,False,False,False,False,False,False,False,False,Negative,watch video stef mention youll know truth fucking evidence need start thats happened whole thing started car ran turned around charged cop freak fuck start shooting come coming cop eventually head end
whites weak,True,False,False,False,False,True,True,False,False,False,False,False,Negative,white weak
stephan thank video takes available information into account provides reasonable rational breakdown now your next video could please call the truth about police brutality militarization police united states thank you steve,False,False,False,False,False,False,False,False,False,False,False,False,Positive,stephan thank video take available information account provides reasonable rational breakdown next video could please call truth police brutality militarization police united state thank steve
omgyou give whole story only gave side only half,False,False,False,False,False,False,False,False,False,False,False,False,Negative,omgyou give whole story gave side half
white race racist race,True,False,False,False,False,True,True,False,False,False,False,False,Negative,white race racist race
dont think somebody deserves because they stole some cigars fine hes criminal through legal process its humane kill him americans treat felons criminals like theyre dogs moment commit minor crime like stealing cigarettes smoking weed youre longer human dont have same rights one made quality tone dont think matters people produce music considering that biggest rappers always talk about smoking weed bitches killing people its surprise that brown probably inspired them only crime have brown stealing some cigars thats tell white person went into convenience store stole some alcohol shot even hour later police would justify police shooting him,False,False,False,False,False,False,False,False,False,False,False,False,Negative,dont think somebody deserves stole cigar fine he criminal legal process humane kill american treat felon criminal like theyre dog moment commit minor crime like stealing cigarette smoking weed youre longer human dont right one made quality tone dont think matter people produce music considering biggest rapper always talk smoking weed bitch killing people surprise brown probably inspired crime brown stealing cigar thats tell white person went convenience store stole alcohol shot even hour later police would justify police shooting
when 64 charge armed dangerous weapon,False,False,False,False,False,False,False,False,False,False,False,False,Negative,charge armed dangerous weapon
when coming towards officer same thing charging officer that person feet away other eyewitness saying that,False,False,False,False,False,False,False,False,False,False,False,False,Negative,coming towards officer thing charging officer person foot away eyewitness saying
stef youre stateless society then discussion existence cops useless know that cops here protect state corporations they have take decisions existence people only seconds waw,False,False,False,False,False,False,False,False,False,False,False,False,Negative,stef youre stateless society discussion existence cop useless know cop protect state corporation take decision existence people second waw
once again molyneux spreads complete information that complete garbage,True,True,False,True,False,False,False,False,False,False,False,False,Negative,molyneux spread complete information complete garbage
your time sequence events wrong there call made report robbery officer darren wilson dispatched crime scene even police chief said that publicly,False,False,False,False,False,False,False,False,False,False,False,False,Negative,time sequence event wrong call made report robbery officer darren wilson dispatched crime scene even police chief said publicly
thank,False,False,False,False,False,False,False,False,False,False,False,False,Positive,thank
white supremacy best,True,False,False,False,False,True,True,False,False,False,False,False,Negative,white supremacy best
its amazing only info police officer that given award couldnt find nothing else plus there were other witness that support opposing view state what friend officer wilson wife says repeatedly fact nothing piece michael brown long does take tell truth its been days still dont have statement from officer they were quick release dirt micheal brown smelling yet they waiting video there that caught this incident dont take plus days show written report unless filled with lies truth dont change doesnt need preparation just simply tell,False,False,False,False,False,False,False,False,False,False,False,False,Positive,amazing info police officer given award couldnt find nothing else plus witness support opposing view state friend officer wilson wife say repeatedly fact nothing piece michael brown long take tell truth day still dont statement officer quick release dirt micheal brown smelling yet waiting video caught incident dont take plus day show written report unless filled lie truth dont change doesnt need preparation simply tell
michael brown would have been going college lived would have been county jail awaiting trial robbery assault police officer maybe even attempted murder,True,True,False,False,False,False,False,False,False,False,False,False,Negative,michael brown would going college lived would county jail awaiting trial robbery assault police officer maybe even attempted murder
what about construction workers working area incident stated that brown hands raised surrendering find interesting that your witness accounts were limited solely those accounts that support minority viewpoint additionally where innocent until proven guilty mindset when simpson charged with nicoles murder explain shots browns back conveniently omit this information witnesses state that browns surrendering except mentioned have seen single picture injuries sustained police officer brown allegedly beat actually believe that such pictures existed that they would over media now saying that officers actions were motivated racism saying that officer probably psychopathic tendencies seems that there more these types being hired police streets usa great presentation highly hypocritical,True,True,False,True,False,False,False,False,False,False,False,False,Negative,construction worker working area incident stated brown hand raised surrendering find interesting witness account limited solely account support minority viewpoint additionally innocent proven guilty mindset simpson charged nicoles murder explain shot brown back conveniently omit information witness state brown surrendering except mentioned seen single picture injury sustained police officer brown allegedly beat actually believe picture existed would medium saying officer action motivated racism saying officer probably psychopathic tendency seems type hired police street usa great presentation highly hypocritical
call yourself anarchist defend shooting unarmed civilian highly disappointed beginning your video referred yourself square because didnt know what blunt its much worse than that stefan youre incredibly touch evidence your complete ignorance towards blackhip culture slang were start smoking blunts listening would most likely gain more enlightened understanding what life like lower class america,False,False,False,False,False,False,False,False,False,False,False,False,Negative,call anarchist defend shooting unarmed civilian highly disappointed beginning video referred square didnt know blunt much worse stefan youre incredibly touch evidence complete ignorance towards blackhip culture slang start smoking blunts listening would likely gain enlightened understanding life like lower class america
almost floor shaving quality cigars cmon keep sensationalism down you other than that comment this video perfect well thought out well put,False,False,False,False,False,False,False,False,False,False,False,False,Positive,almost floor shaving quality cigar cmon keep sensationalism comment video perfect well thought well put
thank you stefan humorous tragic enlightening from california,False,False,False,False,False,False,False,False,False,False,False,False,Positive,thank stefan humorous tragic enlightening california
these comments fucking ridiculous seeing this video over year after know hands dont shoot bullshit still tragedy lets keep exploiting this mans death good come from this anyway shape form,True,True,False,False,False,False,False,False,False,False,False,False,Negative,comment fucking ridiculous seeing video year know hand dont shoot bullshit still tragedy let keep exploiting man death good come anyway shape form
black thugs whats your plan seattlemqrksjoin3,True,False,False,False,False,True,True,False,False,False,False,False,Negative,black thug whats plan seattlemqrksjoin
said nigga many times,False,False,False,False,False,False,False,False,False,False,False,False,Negative,said nigga many time
really trevon martin brought watermelon skittles make lean white will aaannnyything make look certain other then trutheven trevon said limit nigga fuck whatkids dumb things time once said batman and they sicken will make kind excusewhy dont talk about second video tbat came years after mike brown situation cops said they didnt think important showed that mike made trade with store owner there robbery about talk about corruption with police media withholding information,True,False,False,False,False,True,True,False,False,False,False,False,Negative,really trevon martin brought watermelon skittle make lean white aaannnyything make look certain trutheven trevon said limit nigga fuck whatkids dumb thing time said batman sicken make kind excusewhy dont talk second video tbat came year mike brown situation cop said didnt think important showed mike made trade store owner robbery talk corruption police medium withholding information
people justifying murder evil,True,True,False,True,False,False,False,False,False,False,False,False,Negative,people justifying murder evil
injustice against white kids would there excuse,True,True,False,True,False,False,False,False,False,False,False,False,Negative,injustice white kid would excuse
this nothing bunch waffling nonsense coming mouth answer question what,True,True,False,False,False,False,False,False,False,False,False,False,Negative,nothing bunch waffling nonsense coming mouth answer question
merica,False,False,False,False,False,False,False,False,False,False,False,False,Negative,merica
kasparian most beautiful woman world,False,False,False,False,False,False,False,False,False,False,False,False,Positive,kasparian beautiful woman world
fuxking,True,True,False,False,True,False,False,False,False,False,False,False,Negative,fuxking
johnathan gentry november 959pm there winners losers this case heart prayers michael browns family darren wilsons family current leader seeks make this racial issue divide this country worker satan,False,False,False,False,False,False,False,False,False,False,False,False,Positive,johnathan gentry november pm winner loser case heart prayer michael brown family darren wilson family current leader seek make racial issue divide country worker satan
really care much some cops somebody tell this dumb girl 1600 unarmed white people every year killed blacks weeks black shot unarmed white salt lake city crime committed blacks understand some crimes poverty related 2009 over 10000 white women were raped blacks reports what fuck does rape have with being poor answer nothing anyone rapes someone should hanged neck until dead,True,True,False,True,True,False,False,False,False,False,False,False,Negative,really care much cop somebody tell dumb girl unarmed white people every year killed black week black shot unarmed white salt lake city crime committed black understand crime poverty related white woman raped black report fuck rape poor answer nothing anyone rape someone hanged neck dead
rogan tell them good cops them ones jail,False,False,False,False,False,False,False,False,False,False,False,False,Positive,rogan tell good cop one jail
agree with that being extremely difficult that many qualified handle there lots good cops there however intelligent unplugged matrix always claim seems completely unaware ignoring reality this countrys corrupt prison industrial complex their ties failed judicial system well racial agenda behind police brutality,True,True,False,True,False,False,False,False,False,False,False,False,Negative,agree extremely difficult many qualified handle lot good cop however intelligent unplugged matrix always claim seems completely unaware ignoring reality country corrupt prison industrial complex tie failed judicial system well racial agenda behind police brutality
tear against geneva convention hahahahahahahah,True,True,False,True,False,False,False,False,False,False,False,False,Negative,tear geneva convention hahahahahahahah
aiming guns people saying something dont like extremely american thats they america broken system,False,False,False,False,False,False,False,False,False,False,False,False,Negative,aiming gun people saying something dont like extremely american thats america broken system
tear banned geneva convention really stupid cunts also assaulted earlier then assaulted police officer thats violent felony that that thug tell saying unarmed shouldnt have been shot fucker tried take cops once already tell would this outraged that thug killed cop double standards says different just stupid asthese two,True,True,False,False,False,False,False,False,False,False,False,False,Negative,tear banned geneva convention really stupid cunt also assaulted earlier assaulted police officer thats violent felony thug tell saying unarmed shouldnt shot fucker tried take cop already tell would outraged thug killed cop double standard say different stupid asthese two
anybody cigar,False,False,False,False,False,False,False,False,False,False,False,False,Negative,anybody cigar
always easier second guess someone cops training they still just humans navy seals other think humans make mistakes unless make robot cops will continue have mistakes being made also have media that plays part this issue that white killed black man black that killed black man this would even make news probably need just long stop making everything race issue good citizens having these issues with cops young saint gentle giant some have said robbed store probably things happen explained only people involved know exactly what happened,False,False,False,False,False,False,False,False,False,False,False,False,Negative,always easier second guess someone cop training still human navy seal think human make mistake unless make robot cop continue mistake made also medium play part issue white killed black man black killed black man would even make news probably need long stop making everything race issue good citizen issue cop young saint gentle giant said robbed store probably thing happen explained people involved know exactly happened
thumbs upped this video clarify only rogans commentary ignorance spews dont mean ignorant necessarily disparaging just mean that doesnt really understand situation,False,False,False,False,False,False,False,False,False,False,False,False,Negative,thumb upped video clarify rogans commentary ignorance spews dont mean ignorant necessarily disparaging mean doesnt really understand situation
need able call people with guns because citizens completely disarmed that north hollywood bank heist would have been much shorter cities where people havent been stripped their ammendment rights,True,True,False,True,False,False,False,False,False,False,False,False,Negative,need able call people gun citizen completely disarmed north hollywood bank heist would much shorter city people havent stripped ammendment right
great interviews,False,False,False,False,False,False,False,False,False,False,False,False,Positive,great interview
anna dumb rogan clue what sayinganna porn something leave this some more intelligent,True,True,False,False,True,True,False,False,True,False,False,False,Negative,anna dumb rogan clue sayinganna porn something leave intelligent
lord omighty incredibly hot body perfect,False,False,False,False,False,False,False,False,False,False,False,False,Positive,lord omighty incredibly hot body perfect
vile cunt,True,True,False,False,False,False,False,False,False,False,False,False,Negative,vile cunt
rogan idiot,True,True,False,False,False,False,False,False,False,False,False,False,Negative,rogan idiot
thought mezzican,False,False,False,False,False,False,False,False,False,False,False,False,Negative,thought mezzican
working poor white fear kids would profiled like have been whole life searched every time stopped have record they love fucking with hope better kids,False,False,False,False,False,False,False,False,False,False,False,False,Positive,working poor white fear kid would profiled like whole life searched every time stopped record love fucking hope better kid
since when start giving fuck what rogan about anything didnt used make people bugs shit hes social commentator come fuck,True,True,False,False,True,False,False,False,False,False,False,False,Negative,since start giving fuck rogan anything didnt used make people bug shit he social commentator come fuck
here finland with population over million police force about 7800 police their weapons about times year weapons includes pointing weapon someone there around 1015 shots fired every year police most these warning shotstheres approximately shots fired people year police finland many these shots shot extremities deaths quite rare there been case where coming towards police officers with machete shot first once leg when still gripping machete waved around from ground other officer fired once more penetrating both legs later died hospital second police officer found guilty manslaughter excessive force this country that most guns civilian hands world 10th position deaths caused firearms unlike america police enjoys high amount public trust placing most trustworthy profession behind firemen doctors maybe there could something gained american cops took some pointers from other countries police procedures instead playing cowboys edit finnish police wear blue overall that resistant knife cuts when duty cutresistant gloves when call this gives them more ways deal with threats httpkuvatuusisuomifisitesdefaultfilesimagecacheartikkelikuva_stdkuvatvicdan0002jpg copy text that wrote another video because issue same,False,False,False,False,False,False,False,False,False,False,False,False,Negative,finland population million police force police weapon time year weapon includes pointing weapon someone around shot fired every year police warning shotstheres approximately shot fired people year police finland many shot shot extremity death quite rare case coming towards police officer machete shot first leg still gripping machete waved around ground officer fired penetrating leg later died hospital second police officer found guilty manslaughter excessive force country gun civilian hand world th position death caused firearm unlike america police enjoys high amount public trust placing trustworthy profession behind fireman doctor maybe could something gained american cop took pointer country police procedure instead playing cowboy edit finnish police wear blue overall resistant knife cut duty cutresistant glove call give way deal threat copy text wrote another video issue
look mike brown world instrumental,False,False,False,False,False,False,False,False,False,False,False,False,Negative,look mike brown world instrumental
officer pulls weapon create buffer zone things like baltimore happen,False,False,False,False,False,False,False,False,False,False,False,False,Positive,officer pull weapon create buffer zone thing like baltimore happen
wish would have gone fear factor fresh steaming pile shit mouth would have been full didnt have hear this worthless cunt speak all,True,True,False,False,True,False,False,False,False,False,False,False,Negative,wish would gone fear factor fresh steaming pile shit mouth would full didnt hear worthless cunt speak
lethal weapons control crowds lol love rogan this discussion stupid fuck,True,True,False,False,False,False,False,False,False,False,False,False,Negative,lethal weapon control crowd lol love rogan discussion stupid fuck
fractured socket fist shots were fired from bottom position inside from about brought second degree murder charge,False,False,False,False,False,False,False,False,False,False,False,False,Negative,fractured socket fist shot fired bottom position inside brought second degree murder charge
guess misread joe have ever seen anyone their place more swiftly eloquently even sure realizes,False,False,False,False,False,False,False,False,False,False,False,False,Positive,guess misread joe ever seen anyone place swiftly eloquently even sure realizes
hey shout thai writing shirt thaipride,False,False,False,False,False,False,False,False,False,False,False,False,Negative,hey shout thai writing shirt thaipride
love rogan tear again geneva convention  thats mustard which burns your ribs inside vomit them sorry just,False,False,False,False,False,False,False,False,False,False,False,False,Positive,love rogan tear geneva convention thats mustard burn rib inside vomit sorry
shibby dibby ignoramus bitch,True,True,False,False,False,False,False,False,False,False,False,False,Negative,shibby dibby ignoramus bitch
cant shoot tear professional soldiers members public your country absolutely fine,True,True,False,True,False,False,False,False,False,False,False,False,Negative,cant shoot tear professional soldier member public country absolutely fine
this bitch should deported,True,True,False,False,True,False,False,False,False,False,False,False,Negative,bitch deported
its that easy cop have friends that cops joes kind thinks everyone friend highly doubt knows cops wouldnt that they just through badge anyone navy seals have only shown aptitude physical prowess these sjws bring down peoples being police officer much more noble than being critic know all there cops just like there people walks life michael brown should have just went sidewalk tried force will police officer what this world coming told walk side walk would run many these kids want rappers like they hard there nothing hard about robbing people being punk tragedy that michael brown lost life over something trivial have black friends that have gone through stuff will never through know what they didnt fight cop they alive making something there life respect authority will live,False,False,False,False,False,False,False,False,False,False,False,False,Positive,easy cop friend cop joes kind think everyone friend highly doubt know cop wouldnt badge anyone navy seal shown aptitude physical prowess sjws bring people police officer much noble critic know cop like people walk life michael brown went sidewalk tried force police officer world coming told walk side walk would run many kid want rapper like hard nothing hard robbing people punk tragedy michael brown lost life something trivial black friend gone stuff never know didnt fight cop alive making something life respect authority live
show title doesnt belong with host name,False,False,False,False,False,False,False,False,False,False,False,False,Negative,show title doesnt belong host name
jimmy dore dickhead squared,True,True,False,False,True,False,False,False,False,False,False,False,Negative,jimmy dore dickhead squared
traffic isnt enough,False,False,False,False,False,False,False,False,False,False,False,False,Negative,traffic isnt enough
bear mace pedal,True,True,True,False,False,False,False,False,False,False,False,False,Negative,bear mace pedal
fucking dumbass attention whores causing more problems,True,True,False,False,True,False,False,False,False,False,False,False,Negative,fucking dumbass attention whore causing problem
move tazed then arrested,False,False,False,False,False,False,False,False,False,False,False,False,Negative,move tazed arrested
they were doing that they would eating coal could roll,True,True,False,True,False,False,False,False,False,False,False,False,Negative,would eating coal could roll
what garbage policekick them their jobswhat they paid they what they supposed dothey that shit protesters blocking thousands people from which some them could have emergencyi wouldnt surprisedwhen videothat police like kissing themwhat idiotic enforcement have there,True,True,False,True,True,False,False,False,False,False,False,False,Negative,garbage policekick jobswhat paid supposed dothey shit protester blocking thousand people could emergencyi wouldnt surprisedwhen videothat police like kissing themwhat idiotic enforcement
police charge them,False,False,False,False,False,False,False,False,False,False,False,False,Negative,police charge
where nice lorry driver when need him should have just these fucks over,True,True,True,False,False,False,False,False,False,False,False,False,Negative,nice lorry driver need fuck
years already still same moronic bullshit going your shit country,True,True,False,False,False,False,False,False,False,False,False,False,Negative,year already still moronic bullshit going shit country
over mdrfckrs,True,True,False,True,True,False,False,False,False,False,False,False,Negative,mdrfckrs
them over,True,True,False,True,False,False,False,False,False,False,False,False,Negative,
protesters look like kids 1622 wonder anyone their license plate numbers pretty wild that bunch kids could that much damage infrastructure pathetically weak,False,False,False,False,False,False,False,False,False,False,False,False,Negative,protester look like kid wonder anyone license plate number pretty wild bunch kid could much damage infrastructure pathetically weak
222 piece shit that business wearing even uniform,True,True,False,False,False,False,False,False,False,False,False,False,Negative,piece shit business wearing even uniform
episode also feel sorry 353,False,False,False,False,False,False,False,False,False,False,False,False,Negative,episode also feel sorry
know what worse than being late work being shot killed,True,True,False,True,False,False,False,False,False,False,False,False,Negative,know worse late work shot killed
them down,True,True,False,True,False,False,False,False,False,False,False,False,Negative,
they should shot would have them over,True,True,True,True,False,False,False,False,False,False,False,False,Negative,shot would
ive always been good being moderate understanding when woman scrubsscrew black lives matters movement hope dies,True,False,False,False,False,True,True,False,False,False,False,False,Negative,ive always good moderate understanding woman scrubsscrew black life matter movement hope dy
look dimwad policeescorting back people being held upidiots,True,True,False,False,False,False,False,False,False,False,False,False,Negative,look dimwad policeescorting back people held upidiots
this great footage wish news casters would have shut minute police officer started talking just play outthat would have been much more interesting then hearing them comment,False,False,False,False,False,False,False,False,False,False,False,False,Positive,great footage wish news caster would shut minute police officer started talking play outthat would much interesting hearing comment
have drive slowly towards them theyre smart theyll way,True,True,False,True,False,False,False,False,False,False,False,False,Negative,drive slowly towards theyre smart theyll way
truly sad people were stopped roadway should have simply walked protestors informed them that seconds they were going them punching bags boys girls they move they disband into them those bitches needed their asses kicked chp even citation written bitch cops,True,True,False,True,True,False,False,False,False,False,False,False,Negative,truly sad people stopped roadway simply walked protestors informed second going punching bag boy girl move disband bitch needed ass kicked chp even citation written bitch cop
fuck this peaceful this human road block problem solved,True,True,False,True,True,False,False,False,False,False,False,False,Negative,fuck peaceful human road block problem solved
never racist this almost makes one ofc dont mean idea,False,False,False,False,False,False,False,False,False,False,False,False,Positive,never racist almost make one ofc dont mean idea
them over,True,True,False,True,False,False,False,False,False,False,False,False,Negative,
black lives matter there take your black asses home nothin with your black asses,True,False,False,False,False,True,True,False,False,False,False,False,Negative,black life matter take black ass home nothin black ass
just upset about court ruling that upset close whole freeway just main cause airline ticket this america freedom speech active right,False,False,False,False,False,False,False,False,False,False,False,False,Positive,upset court ruling upset close whole freeway main cause airline ticket america freedom speech active right
alllivesmatter,False,False,False,False,False,False,False,False,False,False,False,False,Negative,alllivesmatter
store owner ever paid cigars this innocent stole,True,True,False,False,True,False,False,False,False,False,False,False,Negative,store owner ever paid cigar innocent stole
some have jobs fucking losers,True,True,False,False,False,False,False,False,False,False,False,False,Negative,job fucking loser
haha 437 fucking made through censor,False,False,False,False,False,False,False,False,False,False,False,False,Negative,haha fucking made censor
glad these protestors affect many people gives public more reasons hate them,True,True,False,True,False,False,False,False,False,False,False,False,Negative,glad protestors affect many people give public reason hate
anyone stupid enough stand roadway should over they die will only improve gene pool,True,False,False,False,False,True,True,False,False,False,False,False,Negative,anyone stupid enough stand roadway die improve gene pool
drivers should have just them over kept going,True,True,True,False,False,False,False,False,False,False,False,False,Negative,driver kept going
blacks able this because white people rush hour traffic coming home from job they bring their lazy asses from watching getting high fuck with very people providing their welfare yea these white people same juries that rule police brutality shootings piss them off sure youre getting them your side story,True,False,False,False,False,True,True,False,False,False,False,False,Negative,black able white people rush hour traffic coming home job bring lazy ass watching getting high fuck people providing welfare yea white people jury rule police brutality shooting piss sure youre getting side story
dont even anything wtfprotesters want break there face losers nolifes,True,True,True,False,False,False,False,False,False,False,False,False,Negative,dont even anything wtfprotesters want break face loser nolifes
only time want sniper bushes start picking them,True,True,False,True,False,False,False,False,False,False,False,False,Negative,time want sniper bush start picking
fuck this stupid generation like apologize generation agree with peoples right protest speak etc love dont mess with people that didnt anything petitions signed write government gotta fuck everyones,True,True,False,False,True,False,False,False,False,False,False,False,Negative,fuck stupid generation like apologize generation agree people right protest speak etc love dont mess people didnt anything petition signed write government gotta fuck everyones
those people road goddamn kids,False,False,False,False,False,False,False,False,False,False,False,False,Negative,people road goddamn kid
wouldve just brought ar15 that wouldve done dont care went jail those nogs would deserve,True,True,False,True,False,False,False,False,False,False,False,False,Negative,wouldve brought ar wouldve done dont care went jail nog would deserve
job,True,True,False,True,False,False,False,False,False,False,False,False,Negative,job
what they proving blocking road,False,False,False,False,False,False,False,False,False,False,False,False,Negative,proving blocking road
drivers shouldve pounded them,True,True,False,True,False,False,False,False,False,False,False,False,Negative,driver shouldve pounded
cops make money arresting people there they are easy money tazing macing hurting just grab cuff huge safety violation right there,False,False,False,False,False,False,False,False,False,False,False,False,Positive,cop make money arresting people easy money tazing macing hurting grab cuff huge safety violation right
