Text,Toxic,Abusive,Threat,Provocative,Obscene,Hatespeech,Racist,Nationalist,Sexist,Homophobic,ReligiousHate,Radicalism,Sentiment
that best opinion yet definitely would used deadly force myself against someone charging after assaulting prior that carry everywhere cause this world getting crazy thanks that sharing everyone know,False,False,False,False,False,False,False,False,False,False,False,False,Positive
wonder would twist slaverythe truth about years slavery sided that news record,False,False,False,False,False,False,False,False,False,False,False,False,Negative
,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this comment nothing with topic this videobut will someone please stefans rapping actual beat would epic,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this base that cant even call propaganda,True,True,False,True,False,False,False,False,False,False,False,False,Negative
looks like brown suicide thing,True,True,False,True,False,False,False,False,False,False,False,False,Negative
urban youth couldnt handle truth presented this video,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this another reason police need wear recording devices time people should well really helps ensure truth maintained times only imagine what officers camera would show this situation,False,False,False,False,False,False,False,False,False,False,False,False,Positive
police officers should wearing camera their lapel these issues would open shut cases,False,False,False,False,False,False,False,False,False,False,False,False,Negative
stefan molyneux give rounded view all simply wanted same tired ploy discrediting michael brown sane person would believe that officer wilson some perfect angelic white such person exists privy questionable characteristics this rest assure there some human nature spite brown smoking weed stealing blunts even rapping about bitches guns etc this does justify someone unarmed being shot that many times that desensitized culture which white people have also monetarily benefited from,False,False,False,False,False,False,False,False,False,False,False,False,Negative
what were saying minutes could easily about call duty white kids play that too pretty sure eminem sums whites lyrics racism,False,False,False,False,False,False,False,False,False,False,False,False,Positive
dude someone please tell this dude that listen violent music like gangsta deathmetal doesnt mean they like fighting killing lol,False,False,False,False,False,False,False,False,False,False,False,False,Negative
denny brained also with fire extinguisher,False,False,False,False,False,False,False,False,False,False,False,False,Negative
cant believe reciting music listened what does that have with using excessive force when cops become judge jury executioner society screwed issue cops that trained escalation force have lethal means apprehend civilian suspects,False,False,False,False,False,False,False,False,False,False,False,False,Negative
news,False,False,False,False,False,False,False,False,False,False,False,False,Negative
like gentleman youll treated like gentleman someone like gentleman,False,False,False,False,False,False,False,False,False,False,False,False,Positive
theres much good data here wish presented without speculation about marijuana blunts emphasis lyrics youtube videos know friends couldnt ever hurt anyone guilty same video take cigars shove way theres reason bring culturally normative things which admittedly ridiculous indicate actual violence including lyrics which most often complete bull when youve otherwise done such amazing collecting wide range facts putting together generally great presentation again thank this greatly appreciate just fear that much good material will dismissed your emphasis these items which yourself admit really dont mean anything all,False,False,False,False,False,False,False,False,False,False,False,False,Positive
these people with cell phones crowd recording encounter claiming they all nobody media independent researcher witnesses have video footage encounter between brown officer before shot,False,False,False,False,False,False,False,False,False,False,False,False,Negative
cant wait until jesus comes back could take care this getting sick tired these racist white people racist black people damn just along black love white people black people have away with this hate hearts loving each other because that hate gonna take hell need come together because gods children black power just,False,False,False,False,False,False,False,False,False,False,False,False,Negative
man that officer lucky with that video life still ruined were juror wouldnt convict him black way,False,False,False,False,False,False,False,False,False,False,False,False,Negative
with this till started advocating parent families black communities totally lost from there,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this really story someone killed reason racial increases devil must have seen that officer victim some guys caused action lets pray these souls,False,False,False,False,False,False,False,False,False,False,False,False,Negative
music references sex drugs stealing murder etc ya pretty much music like that,False,False,False,False,False,False,False,False,False,False,False,False,Negative
good determining what occurred before brown killed however occurred simple matter racism police abuse anything mentioned question everything until pull back curtain wizard illusion life energy sacred turn peace love appreciation,False,False,False,False,False,False,False,False,False,False,False,False,Positive
dear stefan molyneux dont your videos regarding michael brown that ferguson horrible history lying corruption smart think are make statement about massive authoritarian corruption negative impact community serves people eventually have choice disregard andor fight back what merit charge from brown indeed that what happened,False,False,False,False,False,False,False,False,False,False,False,False,Negative
pathetic pseudo philosophy vile little man,True,True,False,False,False,False,False,False,False,False,False,False,Negative
chief black lying,False,False,False,False,False,False,False,False,False,False,False,False,Negative
what browns side dead,False,False,False,False,False,False,False,False,False,False,False,False,Negative
exactly right stefan crime decisions creates poverty poor unattractive areas criminals dont steal necessities its just respect from their homies pathetic,True,True,False,True,False,False,False,False,False,False,False,False,Negative
brown piece shit world better without him,True,True,False,False,False,False,False,False,False,False,False,False,Negative
stefan please ummm facts philosophize without em,False,False,False,False,False,False,False,False,False,False,False,False,Positive
blacks tired being killed nothing didnt weapon shut your white devil white people evil,True,False,False,False,False,True,True,False,False,False,False,False,Negative
against most what being presented here dont believe that mike brown innocent believe acted arrogantly disrespectfully toward officer that could have this but hate fact that officer being compared george zimmerman zimmerman jerk shouldve been minding business trying wannabe cop officer right duty confront situation that did zimmerman could have easily walked away stayed phone with dispatcher,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this makes damn angry this over some worthless thug himself shot protests those animals looting tearing shit their neighborhoods over this this everyone thinks black community fucked because fucked,True,True,False,False,False,True,True,False,False,False,False,False,Negative
kajieme powell shooting video disturbs many reasons that link video mentoned,False,False,False,False,False,False,False,False,False,False,False,False,Negative
stef spitting that fire enough make dylan jealous 1226 1334,False,False,False,False,False,False,False,False,False,False,False,False,Negative
criminal shot great,True,True,False,True,False,False,False,False,False,False,False,False,Negative
have magic hamster that drank lean never heard anyone using skittles lean jolly ranchers ideal candy use that magic hamster doubt someone using skittles lean just want point that houston where lean quoteunquote created magic hamster prefer jolly ranchers their lean,False,False,False,False,False,False,False,False,False,False,False,False,Positive
watching this video clear that stefan seems argument favor white police officer dead black kid have watched other videos posted same patter bias exist sure enough repeated same patter argument against tryvon martin soyou only convince like minded different from alex jones many other white conservatives pretend against system only affect white people minorities blacks fair game stefan keep preaching your sided view will gain many white admirers share your view,False,False,False,False,False,False,False,False,False,False,False,False,Positive
black kills white kidblack kills white cop does anyone riot protest engage national news race isnt mentioned either these circumstances think about then yourself this question and answer honestly real racists this country,True,False,False,False,False,True,True,False,False,False,False,False,Negative
that video pushing that clerk around really made lose sympathy him definitely tell from that most likely dickbut hell need might well riot loot honor,True,True,False,False,False,False,False,False,False,False,False,False,Negative
easy point negative from black point good point white that shit corny wanna taken seriously tell facts good from both parties from what know couple lyrics pictures showing middle finger doest justify shot 6times what media says controlled look around internet store owner where micheal brown alledgedly stole cigars said wasnt micheal brown video bogus think about with everything that happened cops black recent years does make sens black start beating policeman away policeman start firing micheal stop rush back police while drawn already fired shot this pure bullshit ,True,True,False,False,True,False,False,False,False,False,False,False,Negative
look facts moving away shots fired witness arms shots fire witness dropping knees shot fired witness audio recording 1012 shots groups video recording spontaneous utterances hands fighting with officer officer others fighting over weapon officer others weapon discharged officer others damage officers medical report released officers statement released police logs incident radio report released forgot third review wounds that showed shot least twice while down witness that support unofficial officerss version incident,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this dude lying off racist cracka,True,True,False,False,False,False,False,False,False,False,False,False,Negative
couldnt help laughing when started reciting lyrics good,False,False,False,False,False,False,False,False,False,False,False,False,Negative
holy shit thought trayvon martin supporters were imbeciles michael brown clowns must dope,True,True,False,False,False,False,False,False,False,False,False,False,Negative
guess sucks that those construction workers show prove this entire video wrong,True,True,False,False,True,False,False,False,False,False,False,False,Negative
right on finally some sane opinion this event these black bastards soooooooooo ignorant running around yelling looting carrying just like riots same shit,True,False,False,False,False,True,True,False,False,False,False,False,Negative
this video biased full shit,True,True,False,False,True,False,False,False,False,False,False,False,Negative
okay what literal fuck skittles have with lean,True,True,False,False,True,False,False,False,False,False,False,False,Negative
people translating that conversation funniest saddest shit everfunny because theyre getting wrong because people reaching every direction find holes this off,False,False,False,False,False,False,False,False,False,False,False,False,Negative
autopsy showed number wounds right making scenario being shot with hands raised less likely still trying claim that lets see innocent unarmed gentle giant minding business gunned down cold blood jaywalking sadistic jackbooted racist thug police officer shot innocent youth back while hands were raised trying surrender keep forgetting which story still trying defend which claims have been totally refuted facts regardless doesnt matter because have already decided that guilty,True,True,False,True,False,False,False,False,False,False,False,False,Negative
this would stop cost came from black community created responsibility worry,False,False,False,False,False,False,False,False,False,False,False,False,Negative
shoot someone because they lol,False,False,False,False,False,False,False,False,False,False,False,False,Positive
spin want could have been thug police officer would know either unless previous offense remembered him which not have weapon police trained have shoot times fact will never truly know facts sign petition police officers wear cameras their chests then there will debate about seems threatening,False,False,False,False,False,False,False,False,False,False,False,False,Negative
that stefan says should wait facts before judging cop rushes judgement alleged scenario favor that cop truth dont know truth both sides,False,False,False,False,False,False,False,False,False,False,False,False,Positive
advertising ignorance creates much crime opinion,False,False,False,False,False,False,False,False,False,False,False,False,Negative
think that gentle giant would have killed songs both talk,True,True,False,True,False,False,False,False,False,False,False,False,Negative
well after seeing looting protesting would that would have high exhibit very poor decision making also impressed anyone going college college what used its pretty much extended childhood most people,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this what tazers,False,False,False,False,False,False,False,False,False,False,False,False,Negative
obviously doesnt matter that smoked marijuana familys autopsy says shot back this unbiased witness clearly states times coming officer mention hands witness michael brown shooting repeats himself times dude kept coming towards police,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this little biased thats sure maybe should bring fact that taser being used could have avoided this forensics will tell what truly happened highly doubt mike brown needed shot times about calling back said hero handle kids himself especially they acted aggressively completely right this racist stefan comes with crazy cops held higher standard first cops mistake calling backup second trying door right kids doesnt remember training with space between handle situation better uncle told this also taser should have been first move mike charging before that even should have pursued block away waited back,False,False,False,False,False,False,False,False,False,False,False,False,Negative
public schools terrible problem many kids attending these public schools bring sorts issues into classroom please dont build strawman characterizations left many these communities need public financial support because conservative economic policies that have devastated local economies welfare simply symptom cause,False,False,False,False,False,False,False,False,False,False,False,False,Negative
its taken minutes deduce what most reasoned people within minute hearing story break but thank anyway,False,False,False,False,False,False,False,False,False,False,False,False,Positive
michael brown home angel street devil altar boy death doing,False,False,False,False,False,False,False,False,False,False,False,False,Negative
understand that committed robbery offense deserve die jail life with trayvon martin going skittles doesnt deserve death either this totally biased because white would have been labelled troubled teenager peer pressured commit crime,False,False,False,False,False,False,False,False,False,False,False,False,Negative
where picture cops injuries wasnt their ambulance their injured officer,False,False,False,False,False,False,False,False,False,False,False,False,Negative
when started rapping lost lmao,False,False,False,False,False,False,False,False,False,False,False,False,Positive
good stefan,False,False,False,False,False,False,False,False,False,False,False,False,Positive
obviously take whoevers word whatever happened youre taking unpopular stance hard justify stance that contrary norm although loved many your videos longer watch take word enforcement then distrust government next day insincere stefan molyneux,False,False,False,False,False,False,False,False,False,False,False,False,Negative
obviously rapping isnt itself crime face indicative poor character aesop rock raps doesnt about murdering people beating shit people fun about that stuff only that stuff speaks volumes about your character want perceived world its absolutely relevant,False,False,False,False,False,False,False,False,False,False,False,False,Positive
people know ground saying most people from ferguson saying its blackwhite thing its cops over stepping their boundaries said protest during daylight peaceful tailgate like then cops come militarylike overreactive fwiw,False,False,False,False,False,False,False,False,False,False,False,False,Positive
spread word about year unarmed white shot black cop,False,False,False,False,False,False,False,False,False,False,False,False,Negative
best breakdowns have seen yet need slow down think before things,False,False,False,False,False,False,False,False,False,False,False,False,Positive
watch video that stef mentions 2115 youll know truth fucking evidence need starts 603 thats what happened whole thing started car ran after him then turned around charged cop freaks fuck out starts shooting comes coming cop then eventually head end,True,True,False,True,False,False,False,False,False,False,False,False,Negative
whites weak,True,False,False,False,False,True,True,False,False,False,False,False,Negative
stephan thank video takes available information into account provides reasonable rational breakdown now your next video could please call the truth about police brutality militarization police united states thank you steve,False,False,False,False,False,False,False,False,False,False,False,False,Positive
omgyou give whole story only gave side only half,False,False,False,False,False,False,False,False,False,False,False,False,Negative
white race racist race,True,False,False,False,False,True,True,False,False,False,False,False,Negative
dont think somebody deserves because they stole some cigars fine hes criminal through legal process its humane kill him americans treat felons criminals like theyre dogs moment commit minor crime like stealing cigarettes smoking weed youre longer human dont have same rights one made quality tone dont think matters people produce music considering that biggest rappers always talk about smoking weed bitches killing people its surprise that brown probably inspired them only crime have brown stealing some cigars thats tell white person went into convenience store stole some alcohol shot even hour later police would justify police shooting him,False,False,False,False,False,False,False,False,False,False,False,False,Negative
when 64 charge armed dangerous weapon,False,False,False,False,False,False,False,False,False,False,False,False,Negative
when coming towards officer same thing charging officer that person feet away other eyewitness saying that,False,False,False,False,False,False,False,False,False,False,False,False,Negative
stef youre stateless society then discussion existence cops useless know that cops here protect state corporations they have take decisions existence people only seconds waw,False,False,False,False,False,False,False,False,False,False,False,False,Negative
once again molyneux spreads complete information that complete garbage,True,True,False,True,False,False,False,False,False,False,False,False,Negative
your time sequence events wrong there call made report robbery officer darren wilson dispatched crime scene even police chief said that publicly,False,False,False,False,False,False,False,False,False,False,False,False,Negative
thank,False,False,False,False,False,False,False,False,False,False,False,False,Positive
white supremacy best,True,False,False,False,False,True,True,False,False,False,False,False,Negative
its amazing only info police officer that given award couldnt find nothing else plus there were other witness that support opposing view state what friend officer wilson wife says repeatedly fact nothing piece michael brown long does take tell truth its been days still dont have statement from officer they were quick release dirt micheal brown smelling yet they waiting video there that caught this incident dont take plus days show written report unless filled with lies truth dont change doesnt need preparation just simply tell,False,False,False,False,False,False,False,False,False,False,False,False,Positive
michael brown would have been going college lived would have been county jail awaiting trial robbery assault police officer maybe even attempted murder,True,True,False,False,False,False,False,False,False,False,False,False,Negative
what about construction workers working area incident stated that brown hands raised surrendering find interesting that your witness accounts were limited solely those accounts that support minority viewpoint additionally where innocent until proven guilty mindset when simpson charged with nicoles murder explain shots browns back conveniently omit this information witnesses state that browns surrendering except mentioned have seen single picture injuries sustained police officer brown allegedly beat actually believe that such pictures existed that they would over media now saying that officers actions were motivated racism saying that officer probably psychopathic tendencies seems that there more these types being hired police streets usa great presentation highly hypocritical,True,True,False,True,False,False,False,False,False,False,False,False,Negative
call yourself anarchist defend shooting unarmed civilian highly disappointed beginning your video referred yourself square because didnt know what blunt its much worse than that stefan youre incredibly touch evidence your complete ignorance towards blackhip culture slang were start smoking blunts listening would most likely gain more enlightened understanding what life like lower class america,False,False,False,False,False,False,False,False,False,False,False,False,Negative
almost floor shaving quality cigars cmon keep sensationalism down you other than that comment this video perfect well thought out well put,False,False,False,False,False,False,False,False,False,False,False,False,Positive
thank you stefan humorous tragic enlightening from california,False,False,False,False,False,False,False,False,False,False,False,False,Positive
these comments fucking ridiculous seeing this video over year after know hands dont shoot bullshit still tragedy lets keep exploiting this mans death good come from this anyway shape form,True,True,False,False,False,False,False,False,False,False,False,False,Negative
black thugs whats your plan seattlemqrksjoin3,True,False,False,False,False,True,True,False,False,False,False,False,Negative
said nigga many times,False,False,False,False,False,False,False,False,False,False,False,False,Negative
really trevon martin brought watermelon skittles make lean white will aaannnyything make look certain other then trutheven trevon said limit nigga fuck whatkids dumb things time once said batman and they sicken will make kind excusewhy dont talk about second video tbat came years after mike brown situation cops said they didnt think important showed that mike made trade with store owner there robbery about talk about corruption with police media withholding information,True,False,False,False,False,True,True,False,False,False,False,False,Negative
people justifying murder evil,True,True,False,True,False,False,False,False,False,False,False,False,Negative
injustice against white kids would there excuse,True,True,False,True,False,False,False,False,False,False,False,False,Negative
this nothing bunch waffling nonsense coming mouth answer question what,True,True,False,False,False,False,False,False,False,False,False,False,Negative
merica,False,False,False,False,False,False,False,False,False,False,False,False,Negative
kasparian most beautiful woman world,False,False,False,False,False,False,False,False,False,False,False,False,Positive
fuxking,True,True,False,False,True,False,False,False,False,False,False,False,Negative
johnathan gentry november 959pm there winners losers this case heart prayers michael browns family darren wilsons family current leader seeks make this racial issue divide this country worker satan,False,False,False,False,False,False,False,False,False,False,False,False,Positive
really care much some cops somebody tell this dumb girl 1600 unarmed white people every year killed blacks weeks black shot unarmed white salt lake city crime committed blacks understand some crimes poverty related 2009 over 10000 white women were raped blacks reports what fuck does rape have with being poor answer nothing anyone rapes someone should hanged neck until dead,True,True,False,True,True,False,False,False,False,False,False,False,Negative
rogan tell them good cops them ones jail,False,False,False,False,False,False,False,False,False,False,False,False,Positive
agree with that being extremely difficult that many qualified handle there lots good cops there however intelligent unplugged matrix always claim seems completely unaware ignoring reality this countrys corrupt prison industrial complex their ties failed judicial system well racial agenda behind police brutality,True,True,False,True,False,False,False,False,False,False,False,False,Negative
tear against geneva convention hahahahahahahah,True,True,False,True,False,False,False,False,False,False,False,False,Negative
aiming guns people saying something dont like extremely american thats they america broken system,False,False,False,False,False,False,False,False,False,False,False,False,Negative
tear banned geneva convention really stupid cunts also assaulted earlier then assaulted police officer thats violent felony that that thug tell saying unarmed shouldnt have been shot fucker tried take cops once already tell would this outraged that thug killed cop double standards says different just stupid asthese two,True,True,False,False,False,False,False,False,False,False,False,False,Negative
anybody cigar,False,False,False,False,False,False,False,False,False,False,False,False,Negative
always easier second guess someone cops training they still just humans navy seals other think humans make mistakes unless make robot cops will continue have mistakes being made also have media that plays part this issue that white killed black man black that killed black man this would even make news probably need just long stop making everything race issue good citizens having these issues with cops young saint gentle giant some have said robbed store probably things happen explained only people involved know exactly what happened,False,False,False,False,False,False,False,False,False,False,False,False,Negative
thumbs upped this video clarify only rogans commentary ignorance spews dont mean ignorant necessarily disparaging just mean that doesnt really understand situation,False,False,False,False,False,False,False,False,False,False,False,False,Negative
need able call people with guns because citizens completely disarmed that north hollywood bank heist would have been much shorter cities where people havent been stripped their ammendment rights,True,True,False,True,False,False,False,False,False,False,False,False,Negative
great interviews,False,False,False,False,False,False,False,False,False,False,False,False,Positive
anna dumb rogan clue what sayinganna porn something leave this some more intelligent,True,True,False,False,True,True,False,False,True,False,False,False,Negative
lord omighty incredibly hot body perfect,False,False,False,False,False,False,False,False,False,False,False,False,Positive
vile cunt,True,True,False,False,False,False,False,False,False,False,False,False,Negative
rogan idiot,True,True,False,False,False,False,False,False,False,False,False,False,Negative
thought mezzican,False,False,False,False,False,False,False,False,False,False,False,False,Negative
working poor white fear kids would profiled like have been whole life searched every time stopped have record they love fucking with hope better kids,False,False,False,False,False,False,False,False,False,False,False,False,Positive
since when start giving fuck what rogan about anything didnt used make people bugs shit hes social commentator come fuck,True,True,False,False,True,False,False,False,False,False,False,False,Negative
here finland with population over million police force about 7800 police their weapons about times year weapons includes pointing weapon someone there around 1015 shots fired every year police most these warning shotstheres approximately shots fired people year police finland many these shots shot extremities deaths quite rare there been case where coming towards police officers with machete shot first once leg when still gripping machete waved around from ground other officer fired once more penetrating both legs later died hospital second police officer found guilty manslaughter excessive force this country that most guns civilian hands world 10th position deaths caused firearms unlike america police enjoys high amount public trust placing most trustworthy profession behind firemen doctors maybe there could something gained american cops took some pointers from other countries police procedures instead playing cowboys edit finnish police wear blue overall that resistant knife cuts when duty cutresistant gloves when call this gives them more ways deal with threats httpkuvatuusisuomifisitesdefaultfilesimagecacheartikkelikuva_stdkuvatvicdan0002jpg copy text that wrote another video because issue same,False,False,False,False,False,False,False,False,False,False,False,False,Negative
look mike brown world instrumental,False,False,False,False,False,False,False,False,False,False,False,False,Negative
officer pulls weapon create buffer zone things like baltimore happen,False,False,False,False,False,False,False,False,False,False,False,False,Positive
wish would have gone fear factor fresh steaming pile shit mouth would have been full didnt have hear this worthless cunt speak all,True,True,False,False,True,False,False,False,False,False,False,False,Negative
lethal weapons control crowds lol love rogan this discussion stupid fuck,True,True,False,False,False,False,False,False,False,False,False,False,Negative
fractured socket fist shots were fired from bottom position inside from about brought second degree murder charge,False,False,False,False,False,False,False,False,False,False,False,False,Negative
guess misread joe have ever seen anyone their place more swiftly eloquently even sure realizes,False,False,False,False,False,False,False,False,False,False,False,False,Positive
hey shout thai writing shirt thaipride,False,False,False,False,False,False,False,False,False,False,False,False,Negative
love rogan tear again geneva convention  thats mustard which burns your ribs inside vomit them sorry just,False,False,False,False,False,False,False,False,False,False,False,False,Positive
shibby dibby ignoramus bitch,True,True,False,False,False,False,False,False,False,False,False,False,Negative
cant shoot tear professional soldiers members public your country absolutely fine,True,True,False,True,False,False,False,False,False,False,False,False,Negative
this bitch should deported,True,True,False,False,True,False,False,False,False,False,False,False,Negative
its that easy cop have friends that cops joes kind thinks everyone friend highly doubt knows cops wouldnt that they just through badge anyone navy seals have only shown aptitude physical prowess these sjws bring down peoples being police officer much more noble than being critic know all there cops just like there people walks life michael brown should have just went sidewalk tried force will police officer what this world coming told walk side walk would run many these kids want rappers like they hard there nothing hard about robbing people being punk tragedy that michael brown lost life over something trivial have black friends that have gone through stuff will never through know what they didnt fight cop they alive making something there life respect authority will live,False,False,False,False,False,False,False,False,False,False,False,False,Positive
show title doesnt belong with host name,False,False,False,False,False,False,False,False,False,False,False,False,Negative
jimmy dore dickhead squared,True,True,False,False,True,False,False,False,False,False,False,False,Negative
traffic isnt enough,False,False,False,False,False,False,False,False,False,False,False,False,Negative
bear mace pedal,True,True,True,False,False,False,False,False,False,False,False,False,Negative
fucking dumbass attention whores causing more problems,True,True,False,False,True,False,False,False,False,False,False,False,Negative
move tazed then arrested,False,False,False,False,False,False,False,False,False,False,False,False,Negative
they were doing that they would eating coal could roll,True,True,False,True,False,False,False,False,False,False,False,False,Negative
what garbage policekick them their jobswhat they paid they what they supposed dothey that shit protesters blocking thousands people from which some them could have emergencyi wouldnt surprisedwhen videothat police like kissing themwhat idiotic enforcement have there,True,True,False,True,True,False,False,False,False,False,False,False,Negative
police charge them,False,False,False,False,False,False,False,False,False,False,False,False,Negative
where nice lorry driver when need him should have just these fucks over,True,True,True,False,False,False,False,False,False,False,False,False,Negative
years already still same moronic bullshit going your shit country,True,True,False,False,False,False,False,False,False,False,False,False,Negative
over mdrfckrs,True,True,False,True,True,False,False,False,False,False,False,False,Negative
them over,True,True,False,True,False,False,False,False,False,False,False,False,Negative
protesters look like kids 1622 wonder anyone their license plate numbers pretty wild that bunch kids could that much damage infrastructure pathetically weak,False,False,False,False,False,False,False,False,False,False,False,False,Negative
222 piece shit that business wearing even uniform,True,True,False,False,False,False,False,False,False,False,False,False,Negative
episode also feel sorry 353,False,False,False,False,False,False,False,False,False,False,False,False,Negative
know what worse than being late work being shot killed,True,True,False,True,False,False,False,False,False,False,False,False,Negative
them down,True,True,False,True,False,False,False,False,False,False,False,False,Negative
they should shot would have them over,True,True,True,True,False,False,False,False,False,False,False,False,Negative
ive always been good being moderate understanding when woman scrubsscrew black lives matters movement hope dies,True,False,False,False,False,True,True,False,False,False,False,False,Negative
look dimwad policeescorting back people being held upidiots,True,True,False,False,False,False,False,False,False,False,False,False,Negative
this great footage wish news casters would have shut minute police officer started talking just play outthat would have been much more interesting then hearing them comment,False,False,False,False,False,False,False,False,False,False,False,False,Positive
have drive slowly towards them theyre smart theyll way,True,True,False,True,False,False,False,False,False,False,False,False,Negative
truly sad people were stopped roadway should have simply walked protestors informed them that seconds they were going them punching bags boys girls they move they disband into them those bitches needed their asses kicked chp even citation written bitch cops,True,True,False,True,True,False,False,False,False,False,False,False,Negative
fuck this peaceful this human road block problem solved,True,True,False,True,True,False,False,False,False,False,False,False,Negative
never racist this almost makes one ofc dont mean idea,False,False,False,False,False,False,False,False,False,False,False,False,Positive
them over,True,True,False,True,False,False,False,False,False,False,False,False,Negative
black lives matter there take your black asses home nothin with your black asses,True,False,False,False,False,True,True,False,False,False,False,False,Negative
just upset about court ruling that upset close whole freeway just main cause airline ticket this america freedom speech active right,False,False,False,False,False,False,False,False,False,False,False,False,Positive
alllivesmatter,False,False,False,False,False,False,False,False,False,False,False,False,Negative
store owner ever paid cigars this innocent stole,True,True,False,False,True,False,False,False,False,False,False,False,Negative
some have jobs fucking losers,True,True,False,False,False,False,False,False,False,False,False,False,Negative
haha 437 fucking made through censor,False,False,False,False,False,False,False,False,False,False,False,False,Negative
glad these protestors affect many people gives public more reasons hate them,True,True,False,True,False,False,False,False,False,False,False,False,Negative
anyone stupid enough stand roadway should over they die will only improve gene pool,True,False,False,False,False,True,True,False,False,False,False,False,Negative
drivers should have just them over kept going,True,True,True,False,False,False,False,False,False,False,False,False,Negative
blacks able this because white people rush hour traffic coming home from job they bring their lazy asses from watching getting high fuck with very people providing their welfare yea these white people same juries that rule police brutality shootings piss them off sure youre getting them your side story,True,False,False,False,False,True,True,False,False,False,False,False,Negative
dont even anything wtfprotesters want break there face losers nolifes,True,True,True,False,False,False,False,False,False,False,False,False,Negative
only time want sniper bushes start picking them,True,True,False,True,False,False,False,False,False,False,False,False,Negative
fuck this stupid generation like apologize generation agree with peoples right protest speak etc love dont mess with people that didnt anything petitions signed write government gotta fuck everyones,True,True,False,False,True,False,False,False,False,False,False,False,Negative
those people road goddamn kids,False,False,False,False,False,False,False,False,False,False,False,False,Negative
wouldve just brought ar15 that wouldve done dont care went jail those nogs would deserve,True,True,False,True,False,False,False,False,False,False,False,False,Negative
job,True,True,False,True,False,False,False,False,False,False,False,False,Negative
what they proving blocking road,False,False,False,False,False,False,False,False,False,False,False,False,Negative
drivers shouldve pounded them,True,True,False,True,False,False,False,False,False,False,False,False,Negative
cops make money arresting people there they are easy money tazing macing hurting just grab cuff huge safety violation right there,False,False,False,False,False,False,False,False,False,False,False,False,Positive
useless people standing middle road screaming useless shit,True,True,False,False,True,False,False,False,False,False,False,False,Negative
rich brats,True,True,False,False,False,False,False,False,False,False,False,False,Negative
didnt police their jobs arrest these idiots blocking public road this ridiculous these people should have been arrested over being stupid freeway,True,True,False,True,False,False,False,False,False,False,False,False,Negative
well bring tear beanbag rounds rubber bullets,True,True,False,True,False,False,False,False,False,False,False,False,Negative
monkey screamin bout honkies intensifies,True,False,False,False,False,True,True,False,False,False,False,False,Negative
fuck time freeway,False,False,False,False,False,False,False,False,False,False,False,False,Negative
warning rounds with gatling will clear freeway instant,True,True,False,True,False,False,False,False,False,False,False,False,Negative
omg these dumbass protesters preventing cops their because their whining really really hate people protest like this edit look that ugly black girl with eyes,True,True,False,False,False,True,True,False,False,False,False,False,Negative
they should have gotten fire dept with fire trucks blast them this water jets theyd off,True,True,False,True,False,False,False,False,False,False,False,False,Negative
liberal nonsense,True,False,False,False,False,True,False,False,False,False,False,False,Negative
cant believe these people really believe there leading some kind revolution,False,False,False,False,False,False,False,False,False,False,False,False,Positive
would really love with snow plow just drive straight through protester,True,True,False,True,False,False,False,False,False,False,False,False,Negative
these fucking commies didnt even know what happened,True,True,False,False,True,False,False,False,False,False,False,False,Negative
they just need arrest those protesters soon they start blocking traffic driver them starting block road wouldnt stop,True,True,True,True,False,False,False,False,False,False,False,False,Negative
anyone else pissed about ended just them walk off deal crap that they just pulled pepper sprayed,True,True,False,False,True,False,False,False,False,False,False,False,Negative
idiots,True,True,False,False,False,False,False,False,False,False,False,False,Negative
dont care what they protesting about them should have there punk asss over hope they over,True,True,False,True,False,False,False,False,False,False,False,False,Negative
black lives splatter,True,True,False,True,False,False,False,False,False,False,False,False,Negative
walk right past cops pepper spray them cant wait free pass beat protesters ass,True,True,True,True,False,False,False,False,False,False,False,False,Negative
there should where wont prosecuted over people blocking streets they sure know about winning people their cause doing this,True,True,False,True,False,False,False,False,False,False,False,False,Negative
just accelerate fast enough will able film your plates time,True,True,True,False,False,False,False,False,False,False,False,False,Negative
they need shoot those racist fucktards,True,True,False,False,True,False,False,False,False,False,False,False,Negative
whites racist always comment section glad whites being exterminated another years there will whites peace earth,True,False,False,False,False,True,True,False,False,False,False,False,Negative
some protest what they protesting some have idea just flow along mean would them over most fuck system they cant arrest those drive thru them will arrest thats fuck system america its have voice right right block traffic,True,True,False,True,False,False,False,False,False,False,False,False,Negative
very weak display from enforcement,True,True,False,True,False,False,False,False,False,False,False,False,Negative
lets just relax slowly grabs gauge,False,False,False,False,False,False,False,False,False,False,False,False,Positive
should those motherfuckers over,True,True,False,True,False,False,False,False,False,False,False,False,Negative
talk those fuckers road period would have down them sue,True,True,False,True,False,False,False,False,False,False,False,False,Negative
plow through them they will they way,True,True,False,True,False,False,False,False,False,False,False,False,Negative
would start doing burnouts their faces either move smoked,True,True,True,False,False,False,False,False,False,False,False,False,Negative
them over,True,True,True,False,False,False,False,False,False,False,False,False,Negative
